timestamp,task_name,name,index,temperature.gpu,clocks.current.memory [MHz],clocks.current.graphics [MHz],pcie_tx_bytes,utilization.memory [%],nvlink_tx_bytes,cpu_power,sm_occupancy,nvlink_rx_bytes,sm_active,pcie.link.width.current,pcie_rx_bytes,temperature.memory,dram_active,power.draw [W],dram_power,dram_usage,clocks.current.sm [MHz],utilization.gpu [%],usage.memory [%],pcie.link.gen.current,cpu_usage,tensor_active
2025-05-07 16:37:53.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,1512 MHz,1125 MHz,0.09 GB/s,22.00 %,0.00 GB/s,153.93 W,12.50 %,0.00 GB/s,100.00 %,16,0.04 GB/s,65.00 °C,14.30 %,330.75 W,9.17 W,5.6 %,1125 MHz,100.00 %,86.28 %,4,3.4 %,69.90 %
2025-05-07 16:37:53.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,66.00 °C,1512 MHz,1155 MHz,0.09 GB/s,35.00 %,0.00 GB/s,152.60 W,12.40 %,0.00 GB/s,100.00 %,16,0.04 GB/s,65.00 °C,17.30 %,305.76 W,9.09 W,5.6 %,1155 MHz,100.00 %,86.28 %,4,3.1 %,91.00 %
2025-05-07 16:37:53.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,66.00 °C,1512 MHz,1155 MHz,0.08 GB/s,35.00 %,0.00 GB/s,152.35 W,12.40 %,0.00 GB/s,100.00 %,16,0.04 GB/s,65.00 °C,16.20 %,306.77 W,9.09 W,5.6 %,1155 MHz,100.00 %,86.28 %,4,3.4 %,91.70 %
2025-05-07 16:37:53.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,66.00 °C,1512 MHz,1095 MHz,0.09 GB/s,23.00 %,0.00 GB/s,152.71 W,12.50 %,0.00 GB/s,100.00 %,16,0.05 GB/s,65.00 °C,15.90 %,275.28 W,9.12 W,5.6 %,1095 MHz,100.00 %,88.35 %,4,3.4 %,69.90 %
2025-05-07 16:37:53.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,66.00 °C,1512 MHz,1065 MHz,0.09 GB/s,23.00 %,0.00 GB/s,152.36 W,12.50 %,0.00 GB/s,100.00 %,16,0.04 GB/s,65.00 °C,13.40 %,245.84 W,9.12 W,5.6 %,1065 MHz,100.00 %,88.35 %,4,3.4 %,70.10 %
2025-05-07 16:37:53.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,1512 MHz,1155 MHz,0.08 GB/s,30.00 %,0.00 GB/s,151.72 W,12.40 %,0.00 GB/s,99.90 %,16,0.04 GB/s,65.00 °C,16.40 %,307.05 W,9.14 W,5.6 %,1155 MHz,100.00 %,88.35 %,4,3.4 %,93.00 %
2025-05-07 16:37:53.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,66.00 °C,1512 MHz,1125 MHz,0.09 GB/s,30.00 %,0.00 GB/s,152.42 W,12.50 %,0.00 GB/s,100.00 %,16,0.05 GB/s,65.00 °C,14.40 %,318.81 W,9.08 W,5.6 %,1125 MHz,100.00 %,90.42 %,4,4.3 %,70.00 %
2025-05-07 16:37:53.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,66.00 °C,1512 MHz,1170 MHz,0.08 GB/s,26.00 %,0.00 GB/s,151.84 W,12.40 %,0.00 GB/s,100.00 %,16,0.04 GB/s,67.00 °C,17.40 %,315.30 W,9.20 W,5.6 %,1170 MHz,100.00 %,90.42 %,4,2.8 %,91.60 %
2025-05-07 16:37:53.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,1512 MHz,1125 MHz,0.08 GB/s,26.00 %,0.00 GB/s,156.16 W,12.40 %,0.00 GB/s,99.90 %,16,0.04 GB/s,65.00 °C,16.50 %,315.30 W,9.25 W,5.6 %,1125 MHz,100.00 %,90.42 %,4,3.7 %,93.80 %
2025-05-07 16:37:54.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,66.00 °C,1512 MHz,1125 MHz,0.08 GB/s,27.00 %,0.00 GB/s,151.87 W,89.70 %,0.00 GB/s,98.40 %,16,0.05 GB/s,67.00 °C,34.30 %,308.21 W,9.03 W,5.6 %,1125 MHz,100.00 %,90.42 %,4,3.7 %,4.10 %
2025-05-07 16:37:54.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,1512 MHz,1080 MHz,0.09 GB/s,27.00 %,0.00 GB/s,154.74 W,12.50 %,0.00 GB/s,100.00 %,16,0.05 GB/s,67.00 °C,12.80 %,278.98 W,9.12 W,5.6 %,1080 MHz,100.00 %,92.49 %,4,3.4 %,70.00 %
2025-05-07 16:37:54.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,1512 MHz,1170 MHz,0.05 GB/s,31.00 %,0.00 GB/s,154.59 W,12.40 %,0.00 GB/s,100.00 %,16,0.03 GB/s,67.00 °C,21.20 %,248.27 W,9.07 W,5.6 %,1170 MHz,100.00 %,92.49 %,4,3.4 %,90.50 %
2025-05-07 16:37:54.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,1512 MHz,1185 MHz,0.06 GB/s,31.00 %,0.00 GB/s,150.85 W,12.40 %,0.00 GB/s,100.00 %,16,0.04 GB/s,67.00 °C,21.30 %,307.15 W,9.13 W,5.6 %,1185 MHz,100.00 %,92.49 %,4,3.7 %,90.50 %
2025-05-07 16:37:54.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,1512 MHz,1065 MHz,0.09 GB/s,31.00 %,0.00 GB/s,150.76 W,12.50 %,0.00 GB/s,100.00 %,16,0.04 GB/s,67.00 °C,13.10 %,318.23 W,8.93 W,5.6 %,1065 MHz,100.00 %,94.56 %,4,3.4 %,70.00 %
2025-05-07 16:37:54.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,1512 MHz,1170 MHz,0.09 GB/s,22.00 %,0.00 GB/s,138.57 W,12.50 %,0.00 GB/s,100.00 %,16,0.05 GB/s,67.00 °C,16.70 %,314.16 W,9.22 W,5.6 %,1170 MHz,100.00 %,94.56 %,4,3.4 %,69.90 %
2025-05-07 16:37:54.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,1512 MHz,1155 MHz,0.08 GB/s,22.00 %,0.00 GB/s,134.75 W,12.40 %,0.00 GB/s,99.90 %,16,0.04 GB/s,67.00 °C,16.60 %,314.16 W,9.34 W,5.6 %,1155 MHz,100.00 %,94.56 %,4,3.1 %,93.70 %
2025-05-07 16:37:54.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,66.00 °C,1512 MHz,1065 MHz,0.09 GB/s,35.00 %,0.00 GB/s,142.06 W,12.50 %,0.00 GB/s,100.00 %,16,0.05 GB/s,67.00 °C,17.40 %,326.98 W,9.17 W,5.6 %,1065 MHz,100.00 %,94.56 %,4,4.6 %,70.10 %
2025-05-07 16:37:54.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,66.00 °C,1512 MHz,1155 MHz,0.09 GB/s,35.00 %,0.00 GB/s,152.63 W,12.50 %,0.00 GB/s,100.00 %,16,0.05 GB/s,67.00 °C,13.70 %,289.22 W,9.30 W,5.6 %,1155 MHz,100.00 %,94.56 %,4,6.2 %,70.10 %
2025-05-07 16:37:54.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,1512 MHz,1155 MHz,0.08 GB/s,29.00 %,0.00 GB/s,151.59 W,12.40 %,0.00 GB/s,100.00 %,16,0.04 GB/s,67.00 °C,22.40 %,269.14 W,9.16 W,5.6 %,1155 MHz,100.00 %,94.56 %,4,5.9 %,90.50 %
2025-05-07 16:37:55.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,1512 MHz,1155 MHz,0.08 GB/s,29.00 %,0.00 GB/s,147.67 W,12.40 %,0.00 GB/s,100.00 %,16,0.04 GB/s,67.00 °C,21.80 %,302.57 W,9.26 W,5.6 %,1155 MHz,100.00 %,94.56 %,4,5.3 %,90.50 %
2025-05-07 16:37:55.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,66.00 °C,1512 MHz,1110 MHz,0.09 GB/s,26.00 %,0.00 GB/s,136.66 W,12.50 %,0.00 GB/s,100.00 %,16,0.04 GB/s,67.00 °C,15.20 %,306.26 W,9.38 W,5.6 %,1110 MHz,100.00 %,94.56 %,4,3.7 %,69.90 %
2025-05-07 16:37:55.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,1512 MHz,1155 MHz,0.08 GB/s,26.00 %,0.00 GB/s,138.89 W,12.40 %,0.00 GB/s,100.00 %,16,0.04 GB/s,67.00 °C,23.40 %,314.54 W,9.14 W,5.6 %,1155 MHz,100.00 %,94.56 %,4,4.0 %,90.80 %
2025-05-07 16:37:55.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,1512 MHz,1155 MHz,0.08 GB/s,27.00 %,0.00 GB/s,145.44 W,12.50 %,0.00 GB/s,99.90 %,16,0.04 GB/s,67.00 °C,18.70 %,311.52 W,9.45 W,5.6 %,1155 MHz,100.00 %,94.56 %,4,4.6 %,90.70 %
2025-05-07 16:37:55.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,66.00 °C,1512 MHz,1110 MHz,0.09 GB/s,27.00 %,0.00 GB/s,151.67 W,12.50 %,0.00 GB/s,100.00 %,16,0.04 GB/s,67.00 °C,14.00 %,318.84 W,9.13 W,5.6 %,1110 MHz,100.00 %,94.56 %,4,3.4 %,69.90 %
2025-05-07 16:37:55.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,66.00 °C,1512 MHz,1065 MHz,0.09 GB/s,31.00 %,0.00 GB/s,135.31 W,12.50 %,0.00 GB/s,100.00 %,16,0.04 GB/s,67.00 °C,14.70 %,286.01 W,9.35 W,5.6 %,1065 MHz,100.00 %,94.56 %,4,3.4 %,69.80 %
2025-05-07 16:37:55.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,1512 MHz,1170 MHz,0.08 GB/s,31.00 %,0.00 GB/s,137.43 W,12.40 %,0.00 GB/s,100.00 %,16,0.04 GB/s,67.00 °C,20.20 %,282.69 W,9.08 W,5.6 %,1170 MHz,100.00 %,94.56 %,4,3.4 %,90.40 %
2025-05-07 16:37:55.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,1512 MHz,1110 MHz,0.08 GB/s,24.00 %,0.00 GB/s,117.76 W,93.20 %,0.00 GB/s,100.00 %,16,0.04 GB/s,67.00 °C,51.20 %,310.25 W,9.34 W,5.6 %,1110 MHz,100.00 %,94.56 %,4,3.7 %,2.60 %
2025-05-07 16:37:55.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,66.00 °C,1512 MHz,1095 MHz,0.09 GB/s,24.00 %,0.00 GB/s,114.65 W,12.50 %,0.00 GB/s,100.00 %,16,0.04 GB/s,67.00 °C,13.20 %,303.06 W,9.46 W,5.6 %,1095 MHz,100.00 %,94.56 %,4,3.7 %,69.90 %
2025-05-07 16:37:56.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,1512 MHz,1170 MHz,0.08 GB/s,33.00 %,0.00 GB/s,108.37 W,12.40 %,0.00 GB/s,100.00 %,16,0.04 GB/s,67.00 °C,17.30 %,322.40 W,9.19 W,5.6 %,1170 MHz,100.00 %,94.56 %,4,3.4 %,91.40 %
2025-05-07 16:37:56.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,1512 MHz,1155 MHz,0.08 GB/s,33.00 %,0.00 GB/s,113.46 W,12.40 %,0.00 GB/s,100.00 %,16,0.04 GB/s,67.00 °C,17.80 %,292.34 W,9.41 W,5.6 %,1155 MHz,100.00 %,94.56 %,4,4.1 %,92.00 %
2025-05-07 16:37:56.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,66.00 °C,1512 MHz,1065 MHz,0.09 GB/s,24.00 %,0.00 GB/s,122.99 W,12.50 %,0.00 GB/s,100.00 %,16,0.04 GB/s,67.00 °C,14.00 %,282.59 W,9.32 W,5.6 %,1065 MHz,100.00 %,94.56 %,4,3.4 %,69.70 %
2025-05-07 16:37:56.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,1512 MHz,1155 MHz,0.08 GB/s,24.00 %,0.00 GB/s,117.51 W,12.40 %,0.00 GB/s,100.00 %,16,0.04 GB/s,67.00 °C,15.40 %,283.57 W,9.40 W,5.6 %,1155 MHz,100.00 %,94.56 %,4,3.1 %,91.40 %
2025-05-07 16:37:56.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,1512 MHz,1155 MHz,0.08 GB/s,29.00 %,0.00 GB/s,113.01 W,12.40 %,0.00 GB/s,100.00 %,16,0.04 GB/s,67.00 °C,16.90 %,308.01 W,9.20 W,5.6 %,1155 MHz,100.00 %,94.56 %,4,3.1 %,91.90 %
2025-05-07 16:37:56.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,1512 MHz,1140 MHz,0.09 GB/s,29.00 %,0.00 GB/s,105.17 W,12.50 %,0.00 GB/s,100.00 %,16,0.04 GB/s,67.00 °C,14.30 %,302.08 W,9.35 W,5.6 %,1140 MHz,100.00 %,94.56 %,4,3.4 %,70.00 %
2025-05-07 16:37:56.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,1512 MHz,1140 MHz,0.08 GB/s,27.00 %,0.00 GB/s,108.88 W,12.40 %,0.00 GB/s,100.00 %,16,0.04 GB/s,67.00 °C,16.80 %,323.96 W,9.50 W,5.6 %,1140 MHz,100.00 %,94.56 %,4,4.0 %,91.40 %
2025-05-07 16:37:56.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,1512 MHz,1155 MHz,0.08 GB/s,27.00 %,0.00 GB/s,103.95 W,12.40 %,0.00 GB/s,100.00 %,16,0.04 GB/s,67.00 °C,16.40 %,306.68 W,9.30 W,5.6 %,1155 MHz,100.00 %,94.56 %,4,3.1 %,91.80 %
2025-05-07 16:37:56.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,66.00 °C,1512 MHz,1065 MHz,0.09 GB/s,26.00 %,0.00 GB/s,108.47 W,12.50 %,0.00 GB/s,100.00 %,16,0.05 GB/s,67.00 °C,13.70 %,282.49 W,9.26 W,5.6 %,1065 MHz,100.00 %,94.56 %,4,2.8 %,70.00 %
2025-05-07 16:37:57.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,1512 MHz,1110 MHz,0.08 GB/s,26.00 %,0.00 GB/s,109.24 W,12.40 %,0.00 GB/s,100.00 %,16,0.04 GB/s,67.00 °C,16.90 %,282.41 W,9.25 W,5.6 %,1110 MHz,100.00 %,94.56 %,4,2.2 %,91.00 %
2025-05-07 16:37:57.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,1512 MHz,1155 MHz,0.08 GB/s,31.00 %,0.00 GB/s,109.66 W,12.50 %,0.00 GB/s,99.90 %,16,0.04 GB/s,67.00 °C,18.60 %,306.87 W,9.44 W,5.6 %,1155 MHz,100.00 %,94.56 %,4,3.1 %,90.70 %
2025-05-07 16:37:57.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,1512 MHz,1050 MHz,0.08 GB/s,31.00 %,0.00 GB/s,104.73 W,12.50 %,0.00 GB/s,100.00 %,16,0.04 GB/s,67.00 °C,14.30 %,305.98 W,9.29 W,5.6 %,1050 MHz,100.00 %,94.56 %,4,3.7 %,70.00 %
2025-05-07 16:37:57.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,1512 MHz,1155 MHz,0.09 GB/s,31.00 %,0.00 GB/s,103.54 W,12.50 %,0.00 GB/s,100.00 %,16,0.05 GB/s,67.00 °C,13.90 %,325.32 W,9.47 W,5.6 %,1155 MHz,100.00 %,94.56 %,4,3.7 %,69.90 %
2025-05-07 16:37:57.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,68.00 °C,1512 MHz,1155 MHz,0.08 GB/s,32.00 %,0.00 GB/s,105.10 W,12.50 %,0.00 GB/s,99.90 %,16,0.04 GB/s,67.00 °C,18.00 %,309.10 W,9.36 W,5.6 %,1155 MHz,100.00 %,94.56 %,4,2.2 %,90.70 %
