timestamp,task_name,name,index,usage.memory [%],cpu_usage,dram_active,power.draw [W],clocks.current.sm [MHz],sm_occupancy,pcie_rx_bytes,temperature.memory,cpu_power,dram_usage,nvlink_tx_bytes,sm_active,tensor_active,temperature.gpu,clocks.current.memory [MHz],dram_power,utilization.gpu [%],utilization.memory [%],pcie_tx_bytes,clocks.current.graphics [MHz],nvlink_rx_bytes,pcie.link.gen.current,pcie.link.width.current
2025-05-07 17:16:20.1,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,2.2 %,0.00 %,61.45 W,1365 MHz,0.00 %,0.04 GB/s,35.00 °C,82.21 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.24 W,0.00 %,0.00 %,0.10 GB/s,1365 MHz,0.00 GB/s,4,16
2025-05-07 17:16:20.3,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.9 %,0.00 %,70.08 W,1365 MHz,0.00 %,0.05 GB/s,35.00 °C,84.72 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.31 W,0.00 %,0.00 %,0.11 GB/s,1365 MHz,0.00 GB/s,4,16
2025-05-07 17:16:20.4,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.6 %,0.00 %,61.25 W,1365 MHz,0.00 %,0.04 GB/s,35.00 °C,82.39 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.30 W,0.00 %,0.00 %,0.11 GB/s,1365 MHz,0.00 GB/s,4,16
2025-05-07 17:16:20.5,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,0.3 %,0.00 %,61.24 W,1365 MHz,0.00 %,0.05 GB/s,35.00 °C,82.96 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.33 W,0.00 %,0.00 %,0.11 GB/s,1365 MHz,0.00 GB/s,4,16
2025-05-07 17:16:20.6,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,2.8 %,0.00 %,69.50 W,1365 MHz,0.00 %,0.04 GB/s,35.00 °C,85.39 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.41 W,0.00 %,0.00 %,0.11 GB/s,1365 MHz,0.00 GB/s,4,16
2025-05-07 17:16:20.7,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.5 %,0.00 %,62.70 W,1365 MHz,0.00 %,0.04 GB/s,35.00 °C,82.07 W,4.7 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.34 W,0.00 %,0.00 %,0.10 GB/s,1365 MHz,0.00 GB/s,4,16
2025-05-07 17:16:20.8,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,2.5 %,0.00 %,67.74 W,1365 MHz,0.00 %,0.05 GB/s,35.00 °C,83.14 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.42 W,0.00 %,0.00 %,0.10 GB/s,1365 MHz,0.00 GB/s,4,16
2025-05-07 17:16:20.9,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.9 %,0.00 %,70.01 W,1365 MHz,0.00 %,0.05 GB/s,35.00 °C,81.94 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.43 W,0.00 %,0.00 %,0.11 GB/s,1365 MHz,0.00 GB/s,4,16
2025-05-07 17:16:21.0,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.6 %,0.00 %,70.01 W,1365 MHz,0.00 %,0.05 GB/s,35.00 °C,82.18 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.17 W,0.00 %,0.00 %,0.10 GB/s,1365 MHz,0.00 GB/s,4,16
2025-05-07 17:16:21.1,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.6 %,0.00 %,71.75 W,1380 MHz,0.00 %,0.04 GB/s,35.00 °C,83.25 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.27 W,0.00 %,0.00 %,0.11 GB/s,1380 MHz,0.00 GB/s,4,16
2025-05-07 17:16:21.2,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.8 %,0.00 %,71.78 W,1380 MHz,0.00 %,0.04 GB/s,35.00 °C,82.97 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.30 W,0.00 %,0.00 %,0.11 GB/s,1380 MHz,0.00 GB/s,4,16
2025-05-07 17:16:21.3,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,3.7 %,0.00 %,61.55 W,1380 MHz,0.00 %,0.05 GB/s,35.00 °C,83.03 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.32 W,0.00 %,0.00 %,0.11 GB/s,1380 MHz,0.00 GB/s,4,16
2025-05-07 17:16:21.4,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.6 %,0.00 %,71.29 W,1380 MHz,0.00 %,0.04 GB/s,35.00 °C,82.61 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.26 W,0.00 %,0.00 %,0.11 GB/s,1380 MHz,0.00 GB/s,4,16
2025-05-07 17:16:21.5,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.5 %,0.00 %,71.09 W,1380 MHz,0.00 %,0.05 GB/s,35.00 °C,83.67 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.34 W,0.00 %,0.00 %,0.11 GB/s,1380 MHz,0.00 GB/s,4,16
2025-05-07 17:16:21.6,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.2 %,0.00 %,71.09 W,1380 MHz,0.00 %,0.04 GB/s,35.00 °C,82.72 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.38 W,0.00 %,0.00 %,0.11 GB/s,1380 MHz,0.00 GB/s,4,16
2025-05-07 17:16:21.7,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.2 %,0.00 %,71.08 W,1380 MHz,0.00 %,0.05 GB/s,35.00 °C,82.59 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.20 W,0.00 %,0.00 %,0.10 GB/s,1380 MHz,0.00 GB/s,4,16
2025-05-07 17:16:21.8,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,5.0 %,0.00 %,61.25 W,1380 MHz,0.00 %,0.05 GB/s,35.00 °C,84.22 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,33.00 °C,1512 MHz,9.25 W,0.00 %,0.00 %,0.11 GB/s,1380 MHz,0.00 GB/s,4,16
2025-05-07 17:16:21.9,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.5 %,0.00 %,70.01 W,1380 MHz,0.00 %,0.05 GB/s,35.00 °C,81.81 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,33.00 °C,1512 MHz,9.37 W,0.00 %,0.00 %,0.11 GB/s,1380 MHz,0.00 GB/s,4,16
2025-05-07 17:16:22.0,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.9 %,0.00 %,68.22 W,1380 MHz,0.00 %,0.05 GB/s,35.00 °C,82.37 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.22 W,0.00 %,0.00 %,0.10 GB/s,1380 MHz,0.00 GB/s,4,16
2025-05-07 17:16:22.1,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.6 %,0.00 %,68.53 W,1380 MHz,0.00 %,0.05 GB/s,35.00 °C,83.47 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.10 W,0.00 %,0.00 %,0.11 GB/s,1380 MHz,0.00 GB/s,4,16
2025-05-07 17:16:22.2,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,2.5 %,0.00 %,67.84 W,1380 MHz,0.00 %,0.04 GB/s,35.00 °C,82.75 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.28 W,0.00 %,0.00 %,0.11 GB/s,1380 MHz,0.00 GB/s,4,16
2025-05-07 17:16:22.3,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,2.8 %,0.00 %,69.11 W,1380 MHz,0.00 %,0.04 GB/s,35.00 °C,82.67 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.30 W,0.00 %,0.00 %,0.11 GB/s,1380 MHz,0.00 GB/s,4,16
2025-05-07 17:16:22.4,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.6 %,0.00 %,68.91 W,1380 MHz,0.00 %,0.04 GB/s,35.00 °C,82.63 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.11 W,0.00 %,0.00 %,0.11 GB/s,1380 MHz,0.00 GB/s,4,16
2025-05-07 17:16:22.5,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,4.7 %,0.00 %,69.21 W,1380 MHz,0.00 %,0.05 GB/s,35.00 °C,83.37 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.44 W,0.00 %,0.00 %,0.11 GB/s,1380 MHz,0.00 GB/s,4,16
2025-05-07 17:16:22.6,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,3.4 %,0.00 %,69.20 W,1380 MHz,0.00 %,0.04 GB/s,35.00 °C,82.67 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.38 W,0.00 %,0.00 %,0.11 GB/s,1380 MHz,0.00 GB/s,4,16
2025-05-07 17:16:22.7,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,2.5 %,0.00 %,69.50 W,1380 MHz,0.00 %,0.04 GB/s,35.00 °C,82.48 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,33.00 °C,1512 MHz,9.31 W,0.00 %,0.00 %,0.10 GB/s,1380 MHz,0.00 GB/s,4,16
2025-05-07 17:16:22.8,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.9 %,0.00 %,69.50 W,1245 MHz,0.00 %,0.04 GB/s,35.00 °C,81.78 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.29 W,0.00 %,0.00 %,0.10 GB/s,1245 MHz,0.00 GB/s,4,16
2025-05-07 17:16:22.9,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,2.7 %,0.00 %,58.40 W,1245 MHz,0.00 %,0.04 GB/s,35.00 °C,82.43 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.34 W,0.00 %,0.00 %,0.10 GB/s,1245 MHz,0.00 GB/s,4,16
2025-05-07 17:16:23.0,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,3.4 %,0.00 %,58.69 W,1230 MHz,0.00 %,0.04 GB/s,35.00 °C,82.65 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.11 W,0.00 %,0.00 %,0.10 GB/s,1230 MHz,0.00 GB/s,4,16
2025-05-07 17:16:23.1,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.9 %,0.00 %,58.30 W,1230 MHz,0.00 %,0.04 GB/s,35.00 °C,83.49 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.30 W,0.00 %,0.00 %,0.10 GB/s,1230 MHz,0.00 GB/s,4,16
2025-05-07 17:16:23.3,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,4.7 %,0.00 %,52.96 W,1200 MHz,0.00 %,0.04 GB/s,35.00 °C,83.68 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.34 W,0.00 %,0.00 %,0.10 GB/s,1200 MHz,0.00 GB/s,4,16
2025-05-07 17:16:23.4,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,2.2 %,0.00 %,54.05 W,1200 MHz,0.00 %,0.04 GB/s,35.00 °C,84.71 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.30 W,0.00 %,0.00 %,0.10 GB/s,1200 MHz,0.00 GB/s,4,16
2025-05-07 17:16:23.5,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,0.9 %,0.00 %,52.38 W,1200 MHz,0.00 %,0.04 GB/s,35.00 °C,81.45 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.38 W,0.00 %,0.00 %,0.10 GB/s,1200 MHz,0.00 GB/s,4,16
2025-05-07 17:16:23.6,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,0.9 %,0.00 %,52.26 W,1200 MHz,0.00 %,0.04 GB/s,35.00 °C,83.42 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.23 W,0.00 %,0.00 %,0.10 GB/s,1200 MHz,0.00 GB/s,4,16
2025-05-07 17:16:23.7,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,3.7 %,0.00 %,58.20 W,1185 MHz,0.00 %,0.04 GB/s,35.00 °C,84.11 W,4.7 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.46 W,0.00 %,0.00 %,0.10 GB/s,1185 MHz,0.00 GB/s,4,16
2025-05-07 17:16:23.8,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,5.2 %,0.00 %,56.72 W,1185 MHz,0.00 %,0.04 GB/s,35.00 °C,82.40 W,4.7 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.51 W,0.00 %,0.00 %,0.10 GB/s,1185 MHz,0.00 GB/s,4,16
2025-05-07 17:16:23.9,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,2.5 %,0.00 %,55.92 W,1185 MHz,0.00 %,0.04 GB/s,35.00 °C,83.17 W,4.7 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.32 W,0.00 %,0.00 %,0.10 GB/s,1185 MHz,0.00 GB/s,4,16
2025-05-07 17:16:24.0,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,7.0 %,0.00 %,55.83 W,1185 MHz,0.00 %,0.04 GB/s,35.00 °C,82.85 W,4.7 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.28 W,0.00 %,0.00 %,0.10 GB/s,1185 MHz,0.00 GB/s,4,16
2025-05-07 17:16:24.1,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.5 %,0.00 %,55.23 W,1185 MHz,0.00 %,0.04 GB/s,35.00 °C,81.82 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.28 W,0.00 %,0.00 %,0.09 GB/s,1185 MHz,0.00 GB/s,4,16
2025-05-07 17:16:24.2,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.9 %,0.00 %,55.54 W,1185 MHz,0.00 %,0.04 GB/s,35.00 °C,84.02 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.24 W,0.00 %,0.00 %,0.10 GB/s,1185 MHz,0.00 GB/s,4,16
2025-05-07 17:16:24.3,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,0.6 %,0.00 %,54.83 W,1155 MHz,0.00 %,0.04 GB/s,35.00 °C,81.77 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.39 W,0.00 %,0.00 %,0.09 GB/s,1155 MHz,0.00 GB/s,4,16
2025-05-07 17:16:24.4,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,2.1 %,0.00 %,54.05 W,1155 MHz,0.00 %,0.04 GB/s,35.00 °C,81.93 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.42 W,0.00 %,0.00 %,0.10 GB/s,1155 MHz,0.00 GB/s,4,16
2025-05-07 17:16:24.5,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,2.1 %,0.00 %,54.05 W,1125 MHz,0.00 %,0.04 GB/s,35.00 °C,82.22 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.25 W,0.00 %,0.00 %,0.10 GB/s,1125 MHz,0.00 GB/s,4,16
2025-05-07 17:16:24.6,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,2.2 %,0.00 %,53.86 W,1125 MHz,0.00 %,0.04 GB/s,35.00 °C,81.25 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.22 W,0.00 %,0.00 %,0.10 GB/s,1125 MHz,0.00 GB/s,4,16
2025-05-07 17:16:24.7,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,2.4 %,0.00 %,65.77 W,1320 MHz,0.00 %,0.04 GB/s,35.00 °C,81.93 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.34 W,0.00 %,0.00 %,0.10 GB/s,1320 MHz,0.00 GB/s,4,16
2025-05-07 17:16:24.8,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,2.2 %,0.00 %,66.25 W,1320 MHz,0.00 %,0.04 GB/s,35.00 °C,83.24 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.29 W,0.00 %,0.00 %,0.10 GB/s,1320 MHz,0.00 GB/s,4,16
2025-05-07 17:16:24.9,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,2.8 %,0.00 %,57.60 W,1320 MHz,0.00 %,0.04 GB/s,35.00 °C,84.72 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.27 W,0.00 %,0.00 %,0.10 GB/s,1320 MHz,0.00 GB/s,4,16
2025-05-07 17:16:25.1,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,6.8 %,0.00 %,57.91 W,1320 MHz,0.00 %,0.04 GB/s,35.00 °C,83.50 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.22 W,0.00 %,0.00 %,0.10 GB/s,1320 MHz,0.00 GB/s,4,16
2025-05-07 17:16:25.2,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,2.5 %,0.00 %,63.11 W,1320 MHz,0.00 %,0.04 GB/s,35.00 °C,83.32 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.32 W,0.00 %,0.00 %,0.10 GB/s,1320 MHz,0.00 GB/s,4,16
