timestamp,task_name,name,index,sm_occupancy,clocks.current.sm [MHz],usage.memory [%],dram_power,nvlink_tx_bytes,temperature.memory,utilization.memory [%],nvlink_rx_bytes,clocks.current.memory [MHz],sm_active,dram_usage,power.draw [W],pcie_tx_bytes,cpu_power,clocks.current.graphics [MHz],pcie_rx_bytes,cpu_usage,dram_active,pcie.link.gen.current,pcie.link.width.current,temperature.gpu,utilization.gpu [%],tensor_active
2025-05-07 14:36:28.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,1155 MHz,73.85 %,9.05 W,0.00 GB/s,61.00 °C,23.00 %,0.00 GB/s,1512 MHz,100.00 %,5.5 %,308.40 W,0.08 GB/s,151.58 W,1155 MHz,0.04 GB/s,3.1 %,22.60 %,4,16,63.00 °C,100.00 %,90.50 %
2025-05-07 14:36:28.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1065 MHz,75.93 %,9.19 W,0.00 GB/s,61.00 °C,23.00 %,0.00 GB/s,1512 MHz,100.00 %,5.5 %,351.56 W,0.09 GB/s,150.66 W,1065 MHz,0.05 GB/s,4.0 %,12.30 %,4,16,62.00 °C,100.00 %,70.00 %
2025-05-07 14:36:28.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1110 MHz,75.93 %,8.99 W,0.00 GB/s,61.00 °C,34.00 %,0.00 GB/s,1512 MHz,100.00 %,5.5 %,311.13 W,0.09 GB/s,149.49 W,1110 MHz,0.04 GB/s,4.0 %,13.40 %,4,16,63.00 °C,100.00 %,70.00 %
2025-05-07 14:36:28.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,1125 MHz,75.93 %,9.10 W,0.00 GB/s,61.00 °C,34.00 %,0.00 GB/s,1512 MHz,99.90 %,5.6 %,307.72 W,0.08 GB/s,148.28 W,1125 MHz,0.04 GB/s,5.0 %,16.40 %,4,16,62.00 °C,100.00 %,93.90 %
2025-05-07 14:36:28.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,92.30 %,1065 MHz,75.93 %,9.09 W,0.00 GB/s,61.00 °C,24.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,286.01 W,0.08 GB/s,149.56 W,1065 MHz,0.05 GB/s,4.0 %,36.90 %,4,16,62.00 °C,100.00 %,4.20 %
2025-05-07 14:36:28.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1080 MHz,78.00 %,9.18 W,0.00 GB/s,61.00 °C,24.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,258.18 W,0.09 GB/s,151.33 W,1080 MHz,0.04 GB/s,4.0 %,14.60 %,4,16,62.00 °C,100.00 %,70.10 %
2025-05-07 14:36:28.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,1155 MHz,78.00 %,9.28 W,0.00 GB/s,63.00 °C,24.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,305.40 W,0.08 GB/s,149.06 W,1155 MHz,0.04 GB/s,3.7 %,22.00 %,4,16,63.00 °C,100.00 %,90.40 %
2025-05-07 14:36:29.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,1065 MHz,78.00 %,9.20 W,0.00 GB/s,61.00 °C,31.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,305.40 W,0.08 GB/s,156.42 W,1065 MHz,0.04 GB/s,4.7 %,22.20 %,4,16,63.00 °C,100.00 %,90.80 %
2025-05-07 14:36:29.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1110 MHz,80.07 %,9.23 W,0.00 GB/s,63.00 °C,31.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,319.18 W,0.09 GB/s,151.05 W,1110 MHz,0.05 GB/s,3.7 %,12.30 %,4,16,63.00 °C,100.00 %,70.00 %
2025-05-07 14:36:29.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1110 MHz,80.07 %,8.97 W,0.00 GB/s,63.00 °C,26.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,324.61 W,0.09 GB/s,148.09 W,1110 MHz,0.04 GB/s,3.4 %,16.20 %,4,16,62.00 °C,100.00 %,69.90 %
2025-05-07 14:36:29.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,1155 MHz,80.07 %,9.07 W,0.00 GB/s,63.00 °C,26.00 %,0.00 GB/s,1512 MHz,99.90 %,5.6 %,308.79 W,0.08 GB/s,152.11 W,1155 MHz,0.04 GB/s,3.7 %,16.90 %,4,16,63.00 °C,100.00 %,94.10 %
2025-05-07 14:36:29.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1185 MHz,82.14 %,9.06 W,0.00 GB/s,63.00 °C,27.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,324.64 W,0.09 GB/s,149.95 W,1185 MHz,0.05 GB/s,3.7 %,11.60 %,4,16,63.00 °C,100.00 %,70.10 %
2025-05-07 14:36:29.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1095 MHz,82.14 %,9.26 W,0.00 GB/s,63.00 °C,27.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,283.77 W,0.09 GB/s,153.27 W,1095 MHz,0.04 GB/s,3.4 %,14.80 %,4,16,62.00 °C,100.00 %,70.10 %
2025-05-07 14:36:29.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,1095 MHz,82.14 %,9.13 W,0.00 GB/s,63.00 °C,31.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,270.40 W,0.08 GB/s,151.39 W,1095 MHz,0.04 GB/s,2.5 %,16.50 %,4,16,64.00 °C,100.00 %,91.40 %
2025-05-07 14:36:29.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1095 MHz,84.21 %,9.23 W,0.00 GB/s,63.00 °C,31.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,358.30 W,0.09 GB/s,150.71 W,1095 MHz,0.04 GB/s,5.1 %,14.40 %,4,16,62.00 °C,100.00 %,70.00 %
2025-05-07 14:36:29.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,1095 MHz,84.21 %,9.07 W,0.00 GB/s,63.00 °C,35.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,319.09 W,0.09 GB/s,152.89 W,1095 MHz,0.04 GB/s,3.4 %,17.60 %,4,16,63.00 °C,100.00 %,91.50 %
2025-05-07 14:36:30.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,1155 MHz,84.21 %,9.10 W,0.00 GB/s,63.00 °C,35.00 %,0.00 GB/s,1512 MHz,99.90 %,5.6 %,305.68 W,0.08 GB/s,151.13 W,1155 MHz,0.04 GB/s,4.0 %,16.70 %,4,16,63.00 °C,100.00 %,93.80 %
2025-05-07 14:36:30.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1065 MHz,86.28 %,9.08 W,0.00 GB/s,63.00 °C,23.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,277.81 W,0.09 GB/s,154.55 W,1065 MHz,0.04 GB/s,3.4 %,14.30 %,4,16,63.00 °C,100.00 %,70.00 %
2025-05-07 14:36:30.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1095 MHz,86.28 %,9.01 W,0.00 GB/s,63.00 °C,23.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,280.55 W,0.09 GB/s,150.05 W,1095 MHz,0.04 GB/s,3.4 %,13.90 %,4,16,62.00 °C,100.00 %,69.90 %
2025-05-07 14:36:30.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,1170 MHz,86.28 %,9.17 W,0.00 GB/s,63.00 °C,29.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,288.17 W,0.08 GB/s,154.11 W,1170 MHz,0.04 GB/s,4.7 %,22.70 %,4,16,62.00 °C,100.00 %,90.30 %
2025-05-07 14:36:30.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,1170 MHz,86.28 %,9.13 W,0.00 GB/s,63.00 °C,29.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,309.09 W,0.08 GB/s,148.98 W,1170 MHz,0.04 GB/s,3.7 %,21.90 %,4,16,64.00 °C,100.00 %,90.80 %
2025-05-07 14:36:30.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1080 MHz,88.35 %,9.09 W,0.00 GB/s,63.00 °C,26.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,305.41 W,0.05 GB/s,150.92 W,1080 MHz,0.03 GB/s,3.7 %,15.10 %,4,16,63.00 °C,100.00 %,70.00 %
2025-05-07 14:36:30.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,1170 MHz,88.35 %,9.19 W,0.00 GB/s,63.00 °C,26.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,306.06 W,0.09 GB/s,148.68 W,1170 MHz,0.04 GB/s,3.4 %,23.50 %,4,16,63.00 °C,100.00 %,90.60 %
2025-05-07 14:36:30.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1185 MHz,88.35 %,9.32 W,0.00 GB/s,63.00 °C,26.00 %,0.00 GB/s,1512 MHz,99.90 %,5.6 %,314.61 W,0.07 GB/s,152.58 W,1185 MHz,0.05 GB/s,3.4 %,18.60 %,4,16,64.00 °C,100.00 %,90.70 %
2025-05-07 14:36:30.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1080 MHz,90.42 %,9.15 W,0.00 GB/s,63.00 °C,26.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,277.14 W,0.09 GB/s,152.26 W,1080 MHz,0.04 GB/s,4.2 %,13.30 %,4,16,64.00 °C,100.00 %,70.00 %
2025-05-07 14:36:30.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1170 MHz,90.42 %,8.93 W,0.00 GB/s,63.00 °C,26.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,299.85 W,0.09 GB/s,150.50 W,1170 MHz,0.04 GB/s,3.6 %,14.30 %,4,16,62.00 °C,100.00 %,69.90 %
2025-05-07 14:36:31.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,1170 MHz,90.42 %,9.20 W,0.00 GB/s,63.00 °C,31.00 %,0.00 GB/s,1512 MHz,99.90 %,5.6 %,307.92 W,0.08 GB/s,152.88 W,1170 MHz,0.04 GB/s,7.3 %,18.90 %,4,16,64.00 °C,100.00 %,93.10 %
2025-05-07 14:36:31.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1065 MHz,92.49 %,9.16 W,0.00 GB/s,63.00 °C,24.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,300.23 W,0.09 GB/s,148.14 W,1065 MHz,0.04 GB/s,2.5 %,13.50 %,4,16,64.00 °C,100.00 %,70.20 %
2025-05-07 14:36:31.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1155 MHz,92.49 %,9.04 W,0.00 GB/s,63.00 °C,24.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,267.05 W,0.09 GB/s,151.19 W,1155 MHz,0.04 GB/s,3.1 %,13.70 %,4,16,63.00 °C,100.00 %,69.80 %
2025-05-07 14:36:31.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,1170 MHz,92.49 %,9.08 W,0.00 GB/s,63.00 °C,33.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,306.56 W,0.08 GB/s,149.66 W,1170 MHz,0.04 GB/s,3.1 %,20.30 %,4,16,64.00 °C,100.00 %,90.60 %
2025-05-07 14:36:31.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1050 MHz,94.56 %,9.02 W,0.00 GB/s,65.00 °C,33.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,333.83 W,0.09 GB/s,151.46 W,1050 MHz,0.04 GB/s,2.2 %,11.80 %,4,16,63.00 °C,100.00 %,70.10 %
2025-05-07 14:36:31.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,99.60 %,1170 MHz,94.56 %,9.13 W,0.00 GB/s,65.00 °C,24.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,244.86 W,0.07 GB/s,140.58 W,1170 MHz,0.05 GB/s,2.5 %,92.20 %,4,16,64.00 °C,100.00 %,0.20 %
2025-05-07 14:36:31.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,1170 MHz,94.56 %,9.17 W,0.00 GB/s,63.00 °C,24.00 %,0.00 GB/s,1512 MHz,99.90 %,5.6 %,300.44 W,0.08 GB/s,117.64 W,1170 MHz,0.04 GB/s,3.4 %,17.50 %,4,16,64.00 °C,100.00 %,94.00 %
2025-05-07 14:36:31.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1080 MHz,94.56 %,9.40 W,0.00 GB/s,63.00 °C,29.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,306.56 W,0.09 GB/s,109.80 W,1080 MHz,0.04 GB/s,3.7 %,13.90 %,4,16,64.00 °C,100.00 %,70.10 %
2025-05-07 14:36:31.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1065 MHz,94.56 %,9.30 W,0.00 GB/s,63.00 °C,29.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,238.16 W,0.09 GB/s,102.23 W,1065 MHz,0.05 GB/s,3.4 %,13.80 %,4,16,64.00 °C,100.00 %,70.00 %
2025-05-07 14:36:32.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,75.80 %,1170 MHz,94.56 %,9.21 W,0.00 GB/s,65.00 °C,26.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,306.67 W,0.08 GB/s,104.63 W,1170 MHz,0.05 GB/s,3.1 %,72.60 %,4,16,64.00 °C,100.00 %,4.60 %
2025-05-07 14:36:32.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.30 %,1110 MHz,94.56 %,9.33 W,0.00 GB/s,63.00 °C,26.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,331.62 W,0.08 GB/s,105.03 W,1110 MHz,0.04 GB/s,3.1 %,16.90 %,4,16,64.00 °C,100.00 %,89.40 %
2025-05-07 14:36:32.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1125 MHz,94.56 %,9.08 W,0.00 GB/s,63.00 °C,26.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,284.17 W,0.09 GB/s,109.03 W,1125 MHz,0.04 GB/s,5.5 %,13.80 %,4,16,64.00 °C,100.00 %,69.90 %
2025-05-07 14:36:32.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,1170 MHz,94.56 %,9.35 W,0.00 GB/s,65.00 °C,32.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,310.35 W,0.08 GB/s,105.77 W,1170 MHz,0.04 GB/s,3.7 %,22.60 %,4,16,63.00 °C,100.00 %,90.80 %
2025-05-07 14:36:32.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,1125 MHz,94.56 %,9.41 W,0.00 GB/s,63.00 °C,32.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,287.09 W,0.07 GB/s,106.40 W,1125 MHz,0.04 GB/s,3.7 %,26.80 %,4,16,65.00 °C,100.00 %,0.00 %
2025-05-07 14:36:32.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1035 MHz,94.56 %,9.22 W,0.00 GB/s,65.00 °C,25.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,230.15 W,0.09 GB/s,132.25 W,1035 MHz,0.05 GB/s,3.7 %,15.20 %,4,16,63.00 °C,100.00 %,70.00 %
2025-05-07 14:36:32.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,1170 MHz,94.56 %,9.32 W,0.00 GB/s,65.00 °C,25.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,306.27 W,0.03 GB/s,118.08 W,1170 MHz,0.02 GB/s,2.8 %,17.00 %,4,16,64.00 °C,100.00 %,91.10 %
2025-05-07 14:36:32.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,92.30 %,1170 MHz,94.56 %,9.02 W,0.00 GB/s,63.00 °C,31.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,306.27 W,0.08 GB/s,144.39 W,1170 MHz,0.05 GB/s,3.7 %,54.40 %,4,16,65.00 °C,100.00 %,0.00 %
2025-05-07 14:36:32.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1095 MHz,94.56 %,9.16 W,0.00 GB/s,65.00 °C,31.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,341.13 W,0.09 GB/s,142.81 W,1095 MHz,0.05 GB/s,3.4 %,12.40 %,4,16,64.00 °C,100.00 %,70.10 %
2025-05-07 14:36:33.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1095 MHz,94.56 %,9.22 W,0.00 GB/s,65.00 °C,25.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,297.23 W,0.09 GB/s,127.72 W,1095 MHz,0.05 GB/s,3.4 %,12.10 %,4,16,63.00 °C,100.00 %,70.00 %
2025-05-07 14:36:33.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,1170 MHz,94.56 %,9.19 W,0.00 GB/s,65.00 °C,25.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,306.08 W,0.08 GB/s,121.47 W,1170 MHz,0.04 GB/s,2.8 %,20.40 %,4,16,65.00 °C,100.00 %,90.70 %
2025-05-07 14:36:33.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,92.60 %,1170 MHz,94.56 %,9.29 W,0.00 GB/s,63.00 °C,28.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,307.05 W,0.08 GB/s,109.49 W,1170 MHz,0.04 GB/s,3.4 %,42.00 %,4,16,64.00 °C,100.00 %,2.80 %
2025-05-07 14:36:33.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1125 MHz,94.56 %,9.28 W,0.00 GB/s,63.00 °C,28.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,277.51 W,0.09 GB/s,107.84 W,1125 MHz,0.04 GB/s,3.1 %,13.60 %,4,16,64.00 °C,100.00 %,70.00 %
2025-05-07 14:36:33.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,1170 MHz,94.56 %,9.17 W,0.00 GB/s,65.00 °C,30.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,251.03 W,0.08 GB/s,107.69 W,1170 MHz,0.04 GB/s,3.1 %,16.10 %,4,16,63.00 °C,100.00 %,91.30 %
2025-05-07 14:36:33.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,92.40 %,1125 MHz,94.56 %,9.21 W,0.00 GB/s,65.00 °C,30.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,306.66 W,0.08 GB/s,104.54 W,1125 MHz,0.04 GB/s,3.1 %,53.70 %,4,16,65.00 °C,100.00 %,0.00 %
2025-05-07 14:36:33.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1080 MHz,94.56 %,9.24 W,0.00 GB/s,65.00 °C,30.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,316.10 W,0.09 GB/s,107.79 W,1080 MHz,0.05 GB/s,5.6 %,14.90 %,4,16,64.00 °C,100.00 %,70.00 %
2025-05-07 14:36:33.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1170 MHz,94.56 %,9.19 W,0.00 GB/s,65.00 °C,23.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,316.10 W,0.09 GB/s,104.22 W,1170 MHz,0.04 GB/s,4.0 %,14.30 %,4,16,63.00 °C,100.00 %,70.10 %
2025-05-07 14:36:33.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,1170 MHz,94.56 %,9.23 W,0.00 GB/s,65.00 °C,23.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,306.76 W,0.08 GB/s,104.99 W,1170 MHz,0.04 GB/s,4.1 %,20.70 %,4,16,65.00 °C,100.00 %,90.40 %
2025-05-07 14:36:33.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,93.30 %,1170 MHz,94.56 %,9.31 W,0.00 GB/s,65.00 °C,23.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,324.17 W,0.08 GB/s,103.89 W,1170 MHz,0.04 GB/s,4.6 %,51.60 %,4,16,65.00 °C,100.00 %,2.60 %
2025-05-07 14:36:34.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1050 MHz,94.56 %,9.22 W,0.00 GB/s,65.00 °C,23.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,277.41 W,0.09 GB/s,133.80 W,1050 MHz,0.04 GB/s,4.7 %,11.90 %,4,16,64.00 °C,100.00 %,70.00 %
2025-05-07 14:36:34.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,1170 MHz,94.56 %,9.08 W,0.00 GB/s,65.00 °C,30.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,277.72 W,0.08 GB/s,148.64 W,1170 MHz,0.04 GB/s,3.4 %,17.00 %,4,16,65.00 °C,100.00 %,91.10 %
2025-05-07 14:36:34.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,1050 MHz,94.56 %,9.38 W,0.00 GB/s,65.00 °C,30.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,306.96 W,0.08 GB/s,142.13 W,1050 MHz,0.04 GB/s,2.5 %,27.50 %,4,16,65.00 °C,100.00 %,0.00 %
2025-05-07 14:36:34.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1050 MHz,94.56 %,9.18 W,0.00 GB/s,65.00 °C,26.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,301.00 W,0.09 GB/s,137.71 W,1050 MHz,0.04 GB/s,5.3 %,9.90 %,4,16,64.00 °C,100.00 %,70.10 %
2025-05-07 14:36:34.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,91.80 %,1170 MHz,94.56 %,9.31 W,0.00 GB/s,65.00 °C,26.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,326.67 W,0.04 GB/s,158.04 W,1170 MHz,0.04 GB/s,8.0 %,90.30 %,4,16,65.00 °C,100.00 %,0.00 %
